video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=zLvy7OBlvmg&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@MatthewNorm,Matthew Norman,Visiting Seattle ? Where a chef would take you,36K,5 months,"Places and maps over here : https://acooknamedmatt.com/where-i-eat/ hey ! Subscribe and Hit The Bell, It really helps me out :) in ...",2026-01-22 01:37:12.818458
/watch?v=p5nlS0Mwcc0&t=89s&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@AnnaAndKarl,Anna & Karl Travel,TOP 23 Things To Do In Seattle 🇺🇸 Travel Guide,44K,1 year,"Seattle, the vibrant emerald jewel of the Pacific Northwest, is a city that captivates visitors with its stunning natural beauty, rich ...",2026-01-22 01:37:12.820418
/watch?v=QHR7EfXjv5Y&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@SeattleChannel21,Seattle Channel,Visiting Seattle,95K,14 years,"This program will take you from Pioneer Square to the Seattle Center, Pike Place Market to the International District, and South ...",2026-01-22 01:37:12.822372
/watch?v=-SoptBZ6kQg&pp=ygUQVmlzaXRpbmcgU2VhdHRsZdIHCQmHCgGHKiGM7w%3D%3D,/@mannytravelsandhikes,Mannytravelsandhikes,Seattle SPACE NEEDLE | Everything You NEED To Know Before Your Visit,6.1K,2 years,"SPACE NEEDLE SEATTLE: The most ICONIC and prominent landmark in Seattle Washington. If you're visiting the city, you ...",2026-01-22 01:37:12.823667
/watch?v=STnVp3VQiIY&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@VisitingTheAmericanStory,Visiting the American Story,Top 5 Must-See Places to Visit in Seattle - Travel Guide,649,4 months,"Top 5 Must-See Places to Visit in Seattle - Travel Guide Great deals on TRAVEL GEAR! From Amazon When you purchase, we ...",2026-01-22 01:37:12.824928
/watch?v=eHbU9MzEEzQ&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@AndrewandMegan,Andrew and Megan - Indefinite Travel,7 Things You HAVE To Do In Seattle (24 hour Travel Guide),61K,1 year,"We had less than 24 hours in Seattle, Washington, so we asked our Instagram followers for suggestions. Here are 7 things you ...",2026-01-22 01:37:12.826828
/watch?v=ZYy1G_t4yLE&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@monicachurchrealtor,Monica Church Seattle Real Estate,Moving To Seattle in 2026? 8 Things You NEED To Know Before You Get Here...,72K,1 year,"Looking to buy or sell in and around Seattle? I can help! I am Monica Church, Seattle/Bellevue Real Estate Broker. Connect with ...",2026-01-22 01:37:12.828101
/watch?v=U5lG98ClBEY&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@gayathripandalai885,Gayathri Pandalai,25 Top Things to Do in Seattle You Won’t Believe Exist!,2.5K,3 months,"25 Top Things to Do in Seattle You Won't Believe Exist! Planning a trip to Seattle? Get ready, because this city is packed with ...",2026-01-22 01:37:12.829394
/watch?v=YWzjpIQrsMg&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@LetsTravel-fh,Let's Travel,Exploring Seattle Washington - 4K,4.2K,6 months,"Seattle, Washington - Places to Visit - Travel Video - 4K HDR (Dolby Vision) Music by: LIQWYD - “Voices”",2026-01-22 01:37:12.830658
/watch?v=qrqeVfmEYzs&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@AlextheHistorian,Alex the Historian,Seattle's Abandoned Underground City,204K,3 years,"In the early years of Seattle's history, the flooding streets of the city led the community to abandon its ground-floor level and build a ...",2026-01-22 01:37:12.832198
/watch?v=OGwa-ROrGtY&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@komonews,KOMO News,Seattle schools have students shelter in place after reports of possible ICE activity,4K,23 hours,Several Seattle public schools enacted shelter-in-place protocols Tuesday after receiving unconfirmed reports of possible ...,2026-01-22 01:37:12.833982
/watch?v=uxNTIqGrCTM&pp=ygUQVmlzaXRpbmcgU2VhdHRsZdIHCQmHCgGHKiGM7w%3D%3D,/@juliahuynh,Julia Huynh,"weekend in seattle ☁️☕️ | what i eat, cafés & flea market",219K,1 year,"come along with me on our trip to seattle! i enjoyed so much coffee, yummy food, a rooftop bar!, and thrifting at the flea ...",2026-01-22 01:37:12.835337
/watch?v=ASyBUMndzX4&pp=ygUQVmlzaXRpbmcgU2VhdHRsZdIHCQmHCgGHKiGM7w%3D%3D,/@AdventureDestinations,Adventure Destinations,Don’t Visit Seattle Without Watching This! (Insider Tips & Must-Sees),63,4 months,"Seattle travel guide for first-timers: what to see, what to skip, real costs, and smart airport tips. This video breaks down getting from ...",2026-01-22 01:37:12.837487
/watch?v=Z23Hu3y2YKQ&pp=ygUQVmlzaXRpbmcgU2VhdHRsZdIHCQmHCgGHKiGM7w%3D%3D,/@poseidonadventures7507,Poseidon Adventures,Seattle Vacation Travel Guide - Things to Do in When Visiting Seattle,26K,2 years,"Planning your leisure visit to Seattle? Great, you're in the right spot! Seattle has plenty of beaches and parks to boast about when ...",2026-01-22 01:37:20.080183
/watch?v=VaxzdvwlxJs&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@travelthetop,Travel The Top,The 20 BEST Things To Do In Seattle With Kids,14K,10 months,"Planning a family trip? Here are the best things to do in Seattle with kids! From the Space Needle to hands-on museums, scenic ...",2026-01-22 01:37:20.081560
/watch?v=XNqkXesJEKM&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@Teresaliciouss,Teresaliciouss,"weekend trip to seattle vlog 🌃 | food at pike's place, visiting the glass museum, exploring downtown",5.4K,11 months,Hi Everyone! Welcome back to another vlog- this time a weekend trip to Seattle with my best friend Tiffany In this Seattle Trip ...,2026-01-22 01:37:20.083586
/watch?v=o7cY9272t0k&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@CarolynMorales,Carolyn Morales,"Seattle, Washington Travel Vlog (First Time Visiting Seattle!) | Carolyn Morales",3.3K,4 years,"In this week's video, Mel and I drove four hours to Seattle, Washington, simply to have a small getaway! We had plans of going to ...",2026-01-22 01:37:20.085227
/watch?v=VX3GdStqFoA&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@L3WGReacts,L3WG Reacts,Brit Reacts to First Time Visiting Seattle (America!),58K,1 year,"Other Channel: https://www.youtube.com/@L3WGLive Please subscribe, like and turn on notifications if you enjoyed the video!",2026-01-22 01:37:20.086503
/watch?v=X9M8RNZMB5E&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@MynameisAbdul99,Abdul's World,Seattle's Secret Neighborhoods You Should Visit | Seattle Travel Guide,3.8K,1 year,Seattle's Secret Neighborhoods You Should Visit | Seattle Travel Guide** Embark on an unforgettable journey through Seattle's ...,2026-01-22 01:37:20.087884
/watch?v=eP_matCcDrg&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@monicachurchrealtor,Monica Church Seattle Real Estate,7 Things I Wish I Knew Before Moving To Seattle (from California!),259K,2 years,Interested in buying or selling in the Seattle/Bellevue area? Get in touch with me at: https://monicachurchrealestate.com/ or ...,2026-01-22 01:37:20.089673
/watch?v=Y3d6k6gcPxs&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@VISITSEATTLEtv,VISITSEATTLE.tv,Visit Seattle | Family Style | Series Trailer,426K,6 years,"For new Americans, food is one of the deepest connections to history and homeland. More than preserving a link to the past, ...",2026-01-22 01:37:20.090843
/watch?v=6ZcVqLuf4qo&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@Resort2Travel,Resort 2 Travel,Is Seattle Worth Visiting During The Winter Months? - Resort 2 Travel,31,9 months,Is Seattle Worth Visiting During The Winter Months? Have you ever considered visiting a city that transforms into a magical setting ...,2026-01-22 01:37:20.092181
/watch?v=rR1Vbov-2iI&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@VISITSEATTLEtv,VISITSEATTLE.tv,Visit Seattle | Family Style | Mutsuko Soma,1M,6 years,"Born and raised in Tochigi, Mutsuko Soma had to rethink everything about cooking soba noodles when she started cooking in ...",2026-01-22 01:37:20.093370
/watch?v=KeW-QZNtw6k&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@ExploreNatureToday,Explore Nature Today,UNSEEN WASHINGTON - Places That Seem Too Unreal to Exist,593K,9 months,"In this video, we'll take you on a journey through the wonders of Washington, showcasing the most amazing places to visit in 4K ...",2026-01-22 01:37:29.372477
/watch?v=bY8q5PbP3rk&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@fox13seattle,FOX 13 Seattle,President Biden visiting Seattle next week | FOX 13 Seattle,2.6K,3 years,"President Joe Biden is planning a trip to Seattle and Portland, Oregon next week in what will be his first visit to the region as ...",2026-01-22 01:37:29.373317
/watch?v=54nGedEtWn8&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@fusiongamesentertainment6445,Fusion Games “Jimmie G” & Entertainment,Breathtaking Views & Easy Access: If you’re visiting Seattle do not miss Seattle's Overlook Walk,23,9 months,"On this episode of Discover Seattle we embark on a guided tour of Seattle's latest architectural marvel, the Overlook Walk.",2026-01-22 01:37:29.373997
/watch?v=nMLR0G43GSU&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@ericafwithaC,Erica,Visiting Seattle & Canada 2023,53,1 year,From the Space Needle and Pike's Place to Capilano Suspension Bridge Park! Join us on our first adventure to Seattle and ...,2026-01-22 01:37:29.374629
/watch?v=uRgqz4cLJtM&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@UnitedStatesRevealed,United States Revealed,Why Visit The Original Starbucks At Seattle's Pike Place Market? - United States Revealed,5,3 months,Why Visit The Original Starbucks At Seattle's Pike Place Market? Have you ever wondered about the history behind one of the ...,2026-01-22 01:37:29.375334
/watch?v=G5sd5jpCdRs&pp=ygUQVmlzaXRpbmcgU2VhdHRsZdIHCQmHCgGHKiGM7w%3D%3D,/@TravelwithMarsandAnt,TWB with Marlie and Anthony Love,Our experience visiting the Seattle Neighborhoods of Roosevelt and Greenlake! |TWB,1.6K,4 years,"Episode 63: On this week's episode of Traveling While Black in Seattle, we headed to the Roosevelt neighborhood and then to ...",2026-01-22 01:37:29.376164
/watch?v=tGf_M6Ksd30&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@TheJoshandFriendsPodcast,The Josh and Friends Podcast,Seattle Rock Tour | The 20 Biggest Music Locations to Visit (2023),20K,2 years,"Join us on our journey to visit famous locations of bands like Alice in Chains, Nirvana, The Beatles, Pearl Jam, Led Zeppelin, ...",2026-01-22 01:37:29.377057
/watch?v=uIyLxHdIKOk&pp=ygUQVmlzaXRpbmcgU2VhdHRsZdIHCQmHCgGHKiGM7w%3D%3D,/@VISITSEATTLEtv,VISITSEATTLE.tv,Visit Seattle / Dear Seattle Series Trailer,1.7M,7 years,"In this film series, notable filmmakers including Dave Grohl, Josh Taft, Megan Griffiths and JJ Augustavo, laud Seattle through their ...",2026-01-22 01:37:29.377910
/watch?v=YmujkMjXrO8&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@TravelwithMarsandAnt,TWB with Marlie and Anthony Love,Places to Visit Near Seattle | Easy Day Trips & Nearby Cities,349,2 weeks,"Visiting Seattle and wondering what other places you can explore nearby? In this video, we break down the best places to visit ...",2026-01-22 01:37:29.378814
/watch?v=2syFi6c28TE&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@SaffronSeekers,Saffron Seekers,"Seattle Wonders – Best Places to Visit in Seattle, Washington 🌲🏙️",60,7 months,"Welcome to Seattle Wonders, your ultimate travel guide to the Emerald City! ☕🏔️ Seattle, Washington, is a city of stunning ...",2026-01-22 01:37:29.379744
/watch?v=sYNA92cTpro&pp=ygUQVmlzaXRpbmcgU2VhdHRsZQ%3D%3D,/@KMKTravelReviews,KMK Travel Reviews,5 Tips for Visiting Seattle,11K,9 years,5 quick tips if you plan on visiting Seattle. If you consider a couple of these tips they will help with your planning and make your ...,2026-01-22 01:37:29.381180
